Weight,Height,BMI,Age,Gender,BMIcase,Exercise Recommendation Plan
63.91822385,1.77176459,20.36163569,27,Female,Normal,4
100.5732492,1.751628479,32.77921024,24,Male,Severe Obese,7
90.03945103,1.935139305,24.04409141,55,Male,Overweight,5
98.10584309,1.81258862,29.86045194,25,Female,Obese,6
56.74497535,1.874571046,16.14818076,35,Male,Mild Thinness,2
52.89591292,1.794997362,16.41702607,23,Male,Mild Thinness,2
64.41526446,1.527752223,27.59833904,46,Female,Obese,6
67.54265588,1.925715087,18.2135276,34,Male,Moderate Thinness,3
73.20552705,1.93157409,19.62099961,47,Male,Normal,4
81.06681029,1.849698082,23.69416415,62,Male,Overweight,5
77.35678696,1.82941354,23.11397528,25,Male,Overweight,5
103.6151997,1.747788321,33.91921574,22,Female,Severe Obese,7
98.90616464,1.782729714,31.1209148,56,Male,Obese,6
55.70775931,1.524309119,23.97560611,43,Female,Overweight,5
62.67910155,1.603190124,24.38668142,26,Female,Overweight,5
50.77415579,1.826255751,15.2236755,28,Male,Severe Thinness,1
99.56298871,1.947866321,26.24095446,42,Male,Overweight,5
82.75809046,1.952152216,21.71616362,53,Male,Normal,4
90.28189383,1.743542486,29.69857364,60,Male,Obese,6
60.93491258,1.656871886,22.19669603,28,Female,Normal,4
95.19353323,1.753009113,30.97698169,59,Male,Obese,6
53.64549895,1.591138083,21.18934579,60,Female,Normal,4
104.1598249,1.850708199,30.41055478,49,Male,Obese,6
103.238323,1.741086075,34.05653478,30,Female,Severe Obese,7
58.63554142,1.807219353,17.95308976,20,Male,Moderate Thinness,3
97.21168003,1.708176278,33.31601709,46,Male,Severe Obese,7
94.28907618,1.817245734,28.5518376,26,Female,Obese,6
75.72171253,1.705391461,26.03587988,49,Male,Overweight,5
72.23080587,1.548104676,30.13851263,35,Female,Obese,6
103.2304313,1.819799105,31.17172581,23,Female,Obese,6
55.79640372,1.898968577,15.47286197,53,Male,Severe Thinness,1
85.07506933,1.86947343,24.34241811,56,Male,Overweight,5
109.7575333,1.96284048,28.48815516,44,Male,Obese,6
81.98782248,1.695779368,28.51088235,22,Female,Obese,6
63.63623983,1.701400793,21.98321706,19,Male,Normal,4
93.58855806,1.835950331,27.76520603,39,Male,Obese,6
77.33767072,1.543411558,32.46591082,52,Female,Obese,6
53.81163878,1.501515177,23.86804049,64,Female,Overweight,5
56.26559504,1.92371886,15.20406475,49,Male,Severe Thinness,1
101.0487003,1.773905756,32.1121694,43,Female,Obese,6
90.66605755,1.741318603,29.90117483,30,Female,Obese,6
102.9920863,1.92604674,27.7632441,37,Male,Obese,6
81.42095718,1.612328119,31.32054767,48,Female,Obese,6
66.87105356,1.780928012,21.08363241,33,Male,Normal,4
69.10146245,1.735028146,22.95483577,41,Female,Normal,4
91.13240392,1.723265767,30.68798016,52,Male,Obese,6
70.15972384,1.715478586,23.8406048,29,Male,Overweight,5
69.06224825,1.631689797,25.93973389,63,Female,Overweight,5
62.25778338,1.672479202,22.25728579,46,Female,Normal,4
57.54931114,1.655223512,21.00520073,33,Female,Normal,4
108.1626438,1.835743668,32.09617036,35,Male,Obese,6
57.83668428,1.792663776,17.99723143,54,Male,Moderate Thinness,3
95.23364364,1.689278476,33.3724356,52,Female,Severe Obese,7
61.94948364,1.408163182,31.24148871,39,Female,Obese,6
109.0883075,1.792401169,33.95531523,48,Female,Severe Obese,7
101.2999962,1.758357559,32.76385864,33,Male,Severe Obese,7
104.582869,1.784904218,32.82696409,19,Female,Severe Obese,7
75.09153155,1.837168384,22.24810554,57,Male,Normal,4
70.97886379,1.474408713,32.65075782,19,Female,Severe Obese,7
102.8114631,1.80877819,31.42468363,56,Female,Obese,6
91.95529822,1.7093653,31.47074253,53,Male,Obese,6
67.07346868,1.75938882,21.66841329,25,Male,Normal,4
86.7836245,1.959492743,22.6021871,20,Male,Normal,4
89.55922741,1.72329593,30.15717206,43,Female,Obese,6
67.26998853,1.877938402,19.07474179,23,Male,Normal,4
82.62294466,1.928149678,22.22384404,23,Male,Normal,4
58.62078486,1.813748107,17.81958906,62,Female,Moderate Thinness,3
106.488416,1.840000868,31.45330681,63,Male,Obese,6
87.19431574,1.840369067,25.74413618,46,Male,Overweight,5
87.46760448,1.798166939,27.05124236,42,Male,Overweight,5
98.06029143,1.950320494,25.77989895,47,Male,Overweight,5
88.8128956,1.893219608,24.77844465,56,Male,Overweight,5
99.15328958,1.726631299,33.25890213,46,Female,Severe Obese,7
54.03212915,1.970858778,13.91044647,34,Male,Severe Thinness,1
100.8338876,1.750492794,32.90681556,53,Male,Severe Obese,7
109.9241893,1.887675227,30.84883152,18,Male,Obese,6
70.02149988,1.846338252,20.54039896,42,Male,Normal,4
57.03999531,1.504400968,25.20300194,65,Female,Overweight,5
54.76069912,1.73586501,18.17343767,29,Female,Moderate Thinness,3
94.0913305,1.79509647,29.19940649,33,Female,Obese,6
85.33236205,1.777648941,27.00360647,44,Female,Overweight,5
75.87631412,1.918915866,20.60603145,31,Male,Normal,4
74.68167122,1.733518631,24.85175141,23,Female,Overweight,5
72.98792678,1.74728074,23.90703118,29,Male,Overweight,5
51.73396791,1.908682437,14.2006569,20,Male,Severe Thinness,1
100.6633255,1.77933828,31.79466323,53,Female,Obese,6
57.90271201,1.83646921,17.16847034,37,Male,Moderate Thinness,3
65.42046618,1.583795207,26.08048036,55,Female,Overweight,5
60.78700481,1.724970055,20.42902427,55,Male,Normal,4
68.7511113,1.70182366,23.73835432,42,Male,Overweight,5
100.8870885,1.798852111,31.17774269,46,Male,Obese,6
55.52970225,1.768843562,17.74788044,61,Male,Moderate Thinness,3
90.32403371,1.932778259,24.17905152,48,Male,Overweight,5
103.8960531,1.852180818,30.28532827,52,Male,Obese,6
109.621914,1.876356308,31.13628238,64,Male,Obese,6
89.10095685,1.766770187,28.54448706,57,Male,Obese,6
64.55405328,1.929437987,17.34051002,52,Male,Moderate Thinness,3
101.1105478,1.781174969,31.87009048,47,Female,Obese,6
84.22652413,1.888873822,23.60711866,50,Male,Overweight,5
52.95357847,1.557276013,21.8355495,57,Female,Normal,4
65.64429249,1.918573616,17.83364167,19,Male,Moderate Thinness,3
64.47872543,1.768040172,20.62681566,40,Female,Normal,4
106.6594209,1.808706112,32.60342378,38,Female,Severe Obese,7
108.2194329,1.801596873,33.34187469,39,Male,Severe Obese,7
104.7928204,1.926255865,28.24252884,26,Male,Obese,6
57.88567631,1.741730302,19.08135875,28,Male,Normal,4
77.12174876,1.489695664,34.75215666,30,Female,Severe Obese,7
80.59976746,1.708825153,27.60187171,26,Male,Obese,6
73.17954951,1.548353677,30.52455857,23,Female,Obese,6
60.46579799,1.786134951,18.95314352,19,Male,Normal,4
89.69737497,1.77099008,28.59877797,54,Male,Obese,6
59.17525959,1.579685438,23.71367931,56,Female,Overweight,5
55.35357184,1.594368212,21.77551305,38,Female,Normal,4
50.88862014,1.866558378,14.60620933,48,Male,Severe Thinness,1
85.87006386,1.738376342,28.41542657,57,Female,Obese,6
97.65304411,1.828756462,29.19940746,65,Female,Obese,6
85.32963021,1.809096529,26.0721222,63,Female,Overweight,5
108.5392962,1.853760864,31.58490554,53,Male,Obese,6
99.60377511,1.814450377,30.25419547,50,Female,Obese,6
91.69115973,1.789559587,28.63090911,61,Female,Obese,6
109.9572797,1.797210199,34.04287563,51,Female,Severe Obese,7
63.3440658,1.6845087,22.32335261,61,Female,Normal,4
62.68855976,1.891613453,17.51957249,31,Male,Moderate Thinness,3
84.67616935,1.869003132,24.24047606,60,Male,Overweight,5
58.13161225,1.874658556,16.54123803,61,Male,Mild Thinness,2
85.43414237,1.931723483,22.89504732,20,Male,Normal,4
67.96960016,1.451842654,32.24598238,50,Female,Obese,6
52.42369178,1.948504455,13.80780978,42,Male,Severe Thinness,1
102.2104886,1.777775871,32.34010679,19,Female,Obese,6
88.05465901,1.753283354,28.64495343,56,Female,Obese,6
62.95431735,1.878553441,17.83932471,53,Male,Moderate Thinness,3
69.06882744,1.854132791,20.09094727,30,Male,Normal,4
90.64789954,1.836366476,26.88060464,31,Male,Overweight,5
97.68810391,1.797267567,30.2423967,35,Male,Obese,6
99.41468296,1.820605016,29.99294159,54,Female,Obese,6
76.18391095,1.933665812,20.37513178,40,Male,Normal,4
100.7981911,1.869686352,28.83468575,41,Male,Obese,6
105.8109806,1.898845411,29.34617618,28,Male,Obese,6
99.89795728,1.699341697,34.59355386,39,Female,Severe Obese,7
67.41063266,1.613090112,25.90664327,52,Female,Overweight,5
71.84565697,1.59340573,28.29748061,30,Female,Obese,6
52.47743869,1.5347579,22.27885541,64,Female,Normal,4
103.6031548,1.821776557,31.21639603,62,Female,Obese,6
87.00669211,1.587462292,34.52596464,21,Female,Severe Obese,7
101.2442581,1.918122777,27.51804631,48,Male,Obese,6
106.8008396,1.762976052,34.36226962,26,Female,Severe Obese,7
70.55973232,1.820009893,21.30146276,36,Male,Normal,4
79.16622349,1.597992864,31.00203891,24,Female,Obese,6
50.10914255,1.716777218,17.00157236,31,Male,Moderate Thinness,3
78.86177681,1.734755415,26.20535541,60,Male,Overweight,5
55.15101097,1.89912317,15.29139874,62,Male,Severe Thinness,1
108.5227026,1.898978279,30.09404779,19,Male,Obese,6
79.91032361,1.514065715,34.85888075,65,Female,Severe Obese,7
60.04560308,1.771142189,19.14142891,25,Female,Normal,4
98.36885326,1.93839144,26.18030141,52,Male,Overweight,5
74.85330781,1.798033011,23.15344801,64,Female,Overweight,5
87.33902712,1.686037149,30.72373929,39,Female,Obese,6
86.35398212,1.905820671,23.77487832,61,Male,Overweight,5
70.45999632,1.947610893,18.57540222,60,Male,Normal,4
61.51457436,1.53631783,26.06248856,59,Female,Overweight,5
101.8978573,1.865422539,29.28266588,47,Male,Obese,6
90.62551562,1.966113234,23.44409312,44,Male,Overweight,5
81.68942174,1.657833505,29.72240837,58,Female,Obese,6
64.43763152,1.649638561,23.67892431,22,Female,Overweight,5
91.21538805,1.809030636,27.87252197,41,Male,Obese,6
84.26928096,1.725461596,28.30470895,55,Female,Obese,6
53.23283184,1.96251304,13.8214774,39,Male,Severe Thinness,1
57.82359702,1.457452888,27.22175081,57,Female,Overweight,5
100.7826887,1.820127253,30.42162688,41,Female,Obese,6
55.00274388,1.947991341,14.49473605,41,Male,Severe Thinness,1
89.43600597,1.815853586,27.12381293,62,Female,Overweight,5
105.4685804,1.780439676,33.27120826,40,Female,Severe Obese,7
77.63644588,1.781278496,24.46819852,64,Male,Overweight,5
57.53603299,1.837832273,17.03445202,28,Male,Moderate Thinness,3
52.02847108,1.526902482,22.31610836,43,Female,Normal,4
63.4652731,1.639179115,23.62018686,35,Female,Overweight,5
51.2840033,1.817343451,15.52772742,25,Male,Severe Thinness,1
74.96862125,1.588548345,29.70835814,37,Female,Obese,6
78.96958945,1.73027779,26.37717095,44,Male,Overweight,5
53.56160204,1.718494879,18.13665006,65,Male,Moderate Thinness,3
76.55848159,1.79945124,23.64357507,62,Male,Overweight,5
77.81441979,1.816156858,23.59138149,47,Male,Overweight,5
92.8527911,1.699236758,32.15786254,55,Female,Obese,6
100.4603815,1.926929435,27.05597576,61,Male,Overweight,5
55.85329798,1.496014411,24.95613165,48,Female,Overweight,5
97.77636563,1.674568022,34.86810164,45,Female,Severe Obese,7
51.81788719,1.467795881,24.05184363,31,Female,Overweight,5
67.9730545,1.871404701,19.40891928,32,Male,Normal,4
60.60255106,1.895062226,16.87500679,65,Male,Mild Thinness,2
53.39445852,1.757412866,17.28815244,20,Female,Moderate Thinness,3
77.06162442,1.823725887,23.16962657,21,Male,Overweight,5
85.42513916,1.876586323,24.25764308,35,Male,Overweight,5
53.43967463,1.817791456,16.17244525,29,Male,Mild Thinness,2
79.58555942,1.820156049,24.02243498,54,Female,Overweight,5
82.53622622,1.692805931,28.8025052,52,Female,Obese,6
61.7658612,1.582174864,24.67399883,59,Female,Overweight,5
106.8897697,1.959369304,27.84219951,28,Male,Obese,6
67.72009367,1.797062671,20.96964625,46,Female,Normal,4
56.20625159,1.829830424,16.78660745,43,Female,Mild Thinness,2
88.67322708,1.783070319,27.89045328,63,Female,Obese,6
96.16917003,1.796007928,29.81393973,20,Female,Obese,6
72.28269474,1.667735672,25.98842131,44,Female,Overweight,5
91.93791952,1.759843491,29.68565113,21,Female,Obese,6
76.04982609,1.663211105,27.49181882,48,Female,Overweight,5
74.62513618,1.705707881,25.64931817,39,Male,Overweight,5
61.65792483,1.500215171,27.39566192,32,Female,Overweight,5
106.7484457,1.781058578,33.65155623,24,Female,Severe Obese,7
60.87978622,1.699147293,21.08681865,63,Female,Normal,4
77.22072395,1.564916806,31.53198853,25,Female,Obese,6
100.9677127,1.747982931,33.04518161,30,Female,Severe Obese,7
50.52566997,1.4557713,23.84107174,62,Female,Overweight,5
65.42599118,1.821165688,19.72656157,31,Male,Normal,4
95.88535659,1.925014502,25.87523343,46,Male,Overweight,5
94.36193903,1.764450823,30.30942791,33,Female,Obese,6
99.5949916,1.878615175,28.22031435,54,Male,Obese,6
63.4242207,1.729875985,21.19459881,31,Male,Normal,4
78.93588878,1.574823699,31.82809311,57,Female,Obese,6
77.11889944,1.737984163,25.53108043,60,Female,Overweight,5
64.41462418,1.776106923,20.41955451,48,Male,Normal,4
76.32290865,1.765933824,24.47406239,24,Female,Overweight,5
93.24536602,1.739151371,30.82850689,54,Female,Obese,6
96.57141466,1.816539632,29.26569475,26,Female,Obese,6
78.45353671,1.967119927,20.2745326,45,Male,Normal,4
67.81993565,1.764222128,21.78967955,46,Male,Normal,4
80.71246392,1.812634441,24.56519128,19,Male,Overweight,5
83.33580582,1.756279525,27.0174504,63,Male,Overweight,5
107.0517536,1.899031239,29.68448835,44,Male,Obese,6
103.8051573,1.740932849,34.24955168,63,Male,Severe Obese,7
53.0087358,1.768083785,16.95671669,36,Male,Mild Thinness,2
100.0985307,1.790066519,31.23844184,54,Male,Obese,6
98.26014859,1.683080742,34.68706187,55,Female,Severe Obese,7
74.19962282,1.597107558,29.0893065,27,Female,Obese,6
59.37738804,1.441996602,28.55568715,45,Female,Obese,6
74.19036116,1.764693867,23.82367371,51,Male,Overweight,5
100.5392317,1.763548975,32.32663597,25,Male,Obese,6
56.91052721,1.891386228,15.90860739,65,Male,Severe Thinness,1
59.99563699,1.80050783,18.50672791,43,Male,Normal,4
104.6122587,1.811747014,31.87039679,25,Female,Obese,6
105.0612489,1.808985654,32.10497334,19,Male,Obese,6
101.5676103,1.820924581,30.63171532,65,Female,Obese,6
77.3353905,1.827541499,23.15494681,50,Female,Overweight,5
104.2342037,1.823936357,31.33220018,57,Male,Obese,6
81.44016403,1.678213443,28.91640167,45,Female,Obese,6
88.53412883,1.802766506,27.24154638,48,Female,Overweight,5
87.77206626,1.801066486,27.05807102,39,Female,Overweight,5
73.25382667,1.485142031,33.21194713,20,Female,Severe Obese,7
72.15377245,1.971282737,18.56783231,61,Male,Normal,4
97.86556209,1.775036738,31.0609835,62,Female,Obese,6
61.68487134,1.946890011,16.27405687,38,Male,Mild Thinness,2
94.25586348,1.834915455,27.99472843,54,Male,Obese,6
76.83288731,1.788603812,24.01700509,35,Female,Overweight,5
79.57807605,1.898811536,22.07139138,55,Male,Normal,4
103.8548707,1.798107566,32.12147891,21,Female,Obese,6
86.7671074,1.965325069,22.46396076,31,Male,Normal,4
79.54641574,1.770544733,25.37504424,25,Male,Overweight,5
98.1557317,1.956381802,25.6453385,45,Male,Overweight,5
66.71880253,1.916870525,18.15777726,64,Male,Moderate Thinness,3
106.7962963,1.9275152,28.74488454,37,Male,Obese,6
98.87835945,1.689441315,34.64296309,22,Female,Severe Obese,7
79.25977872,1.727666599,26.5541853,58,Male,Overweight,5
72.00725892,1.525700938,30.93409768,38,Female,Obese,6
86.18318567,1.581735823,34.44725676,42,Female,Severe Obese,7
83.25131668,1.781157537,26.24136639,65,Female,Overweight,5
106.6241539,1.785810392,33.43373579,33,Female,Severe Obese,7
97.40015895,1.728718255,32.59201636,52,Female,Severe Obese,7
96.39600158,1.967404814,24.90414067,23,Male,Overweight,5
101.4586076,1.825893508,30.43252651,36,Male,Obese,6
92.124156,1.804295574,28.29815719,33,Male,Obese,6
98.29552727,1.713290969,33.48663476,34,Male,Severe Obese,7
75.84407472,1.756974242,24.56919167,59,Male,Overweight,5
71.09549188,1.781588585,22.39892732,49,Male,Normal,4
65.28885582,1.953559365,17.10747175,35,Male,Moderate Thinness,3
105.6582976,1.752360497,34.40778374,51,Female,Severe Obese,7
95.77624403,1.927229364,25.78641652,64,Male,Overweight,5
87.93936502,1.859796176,25.42451192,56,Male,Overweight,5
63.19471874,1.94038096,16.78443693,38,Male,Mild Thinness,2
89.16076215,1.687236056,31.32002332,51,Female,Obese,6
58.41358496,1.726273796,19.60173457,59,Male,Normal,4
76.57367584,1.894236602,21.34081726,31,Male,Normal,4
50.02642017,1.605254178,19.41385619,30,Female,Normal,4
64.07317633,1.81804185,19.38512036,61,Female,Normal,4
69.71113779,1.888930403,19.53755698,28,Male,Normal,4
84.22351967,1.940550442,22.36575247,33,Male,Normal,4
98.45703121,1.733446175,32.76619519,51,Female,Severe Obese,7
103.8717433,1.795742585,32.21137449,58,Female,Obese,6
109.3332879,1.969377001,28.18997463,31,Male,Obese,6
61.18692914,1.727564285,20.50171647,19,Female,Normal,4
84.26914036,1.555807643,34.81422746,33,Female,Severe Obese,7
85.42282507,1.897049853,23.73648691,56,Male,Overweight,5
58.33770421,1.89781366,16.19728402,52,Male,Mild Thinness,2
51.29603858,1.832316659,15.27857207,38,Male,Severe Thinness,1
72.48030535,1.816420916,21.96782327,59,Male,Normal,4
105.0513993,1.935734658,28.03562161,42,Male,Obese,6
94.68574784,1.733613263,31.5050499,65,Female,Obese,6
60.14189371,1.399220499,30.71883778,19,Female,Obese,6
74.16295815,1.631936601,27.84713234,31,Female,Obese,6
83.55879355,1.740762462,27.5748485,37,Male,Obese,6
56.43575862,1.493901713,25.2877574,35,Female,Overweight,5
85.73203854,1.722412758,28.89805965,32,Female,Obese,6
68.54031459,1.521565083,29.60499734,25,Female,Obese,6
97.38994574,1.718385587,32.98168815,38,Female,Severe Obese,7
103.9286211,1.773702751,33.03493722,27,Male,Severe Obese,7
104.3300529,1.743476146,34.32238099,37,Female,Severe Obese,7
55.79607762,1.878247731,15.81604617,43,Male,Severe Thinness,1
70.58222862,1.901210239,19.52697984,38,Male,Normal,4
65.52087421,1.490647801,29.48693252,61,Female,Obese,6
